start	end	sentNum	speaker	confidence	text
5458932	5473182	600	C	0.96883	That's one question I wanted to ask Toby, and of course a subsequent question about the relation of this distinction nondistinction to the accounts of quantum FEP.
5473246	5485640	601	C	0.99993	Because in quantum FEP markup blanket is kind of replaced, or rather blended with the notion of holographic inner screen.
5486170	5511230	602	C	0.99677	So how can we see quantum FEP as arising from quantum Bayesianism rather than from, I don't know, predictive quantum theory and the relation between those two frameworks of Bayesian inference to that topic?
5513750	5514500	603	B	0.99386	Awesome.
5514870	5522690	604	B	1	Yes, the quantum category theory active FEP triangle.
5526220	5542396	605	B	1	And also, I think the question about reading the literature in terms of the interfaces between a work and the citations, I think is extremely rich.
5542588	5553860	606	B	0.99905	It's a really novel way to perform bibliographic metaanalysis, but also just in our own learning journeys.
5555960	5579228	607	B	0.75457	This following this category theory dictum of knowing a thing by its relations understanding the paper within the web of the past papers which it cites, all of which are past and actual and then its future time cone of possible relationships to things that haven't happened yet.
5579394	5582488	608	B	1	The co parents haven't even happened yet, necessarily.
5582664	5586910	609	B	0.9382	But that becomes part of the evaluation of the significance in the moment.
5587600	5602728	610	B	1	And if we could have the right generative model and understand how much attention to weight onto different things in the moment, that would be like being able to see the whole time cone at the right core screening.
5602764	5605572	611	B	0.99996	But of course, as limited nest mates we can't do that.
5605706	5612020	612	B	0.99945	But we have our rules, our heuristics and our approaches that address that nonetheless.
5614940	5620090	613	B	0.99974	Anyone in the Chat or Dean, what would you like to explore in 54.3?
5623180	5627108	614	D	0.99673	I'm just going to follow the two of you.
5627294	5630524	615	D	1	I got two big workhorses here.
5630722	5633340	616	D	0.99	I just got to get out of the way so I don't get trampled.
5637520	5643744	617	B	0.99996	Let's look at the table of contents here.
5643862	5655270	618	B	0.94401	We're just shifting to the code of document, the back end that we use to coordinate a lot of our work just so that it can all be seen in the video.
5659160	5660790	619	B	0.99987	Chapter one is short.
5663480	5671370	620	B	0.82075	Chapter two, if someone is looking for another account of like, why does category theory matter?
5672300	5693760	621	B	0.94377	Toby begins chapter two with three examples of situations neural circuits, Bayesian networks and computations where people often just use a kind of schematic diagram but it's not necessary or sufficient to really convey all of the richness that we can add on with category theory.
5698900	5713750	622	B	0.99995	Chapter three starts getting into more detail with string diagrams and developing towards circuit diagrams in this rate coding neural setting, a lot more new vocabulary arising along the way.
5715340	5725640	623	B	0.74995	Chapter four, which the question the beginning of this Livestream brought a focus to, is on the compositional aspects of probability.
5726780	5733468	624	B	1	The copy discard structure is introduced, which we saw in the diagram today.
5733554	5748130	625	B	0.99989	That's when the piece of information is duplicated and then one of them can be thrown away Bayesian inversion, the dagger, Lady Macbeth's dagger always just dangling there.
5748580	5765690	626	B	0.98	Then the growth and deek construction, bringing back strong recall of Shauna Dobson, Chris Field's, math, art and the complexity of the self.
5768940	5773400	627	B	0.44803	Chapter five went into dynamical systems.
5774780	5786700	628	B	0.7717	Markov chains open and closed dynamical systems with this polynomial interface concept.
5787040	5793650	629	B	0.99772	It's really built up in an extremely methodical way.
5794500	5803292	630	B	1	First the dynamical system is kept, within a nutshell, extremely bounded, but then it's progressively opened up.
5803366	5812470	631	B	1	And so even though it's going to be a lot of new information reading the dissertation, it's done in a way that does also clearly build upon itself.
5813240	5840928	632	B	0.6621	Chapter six goes into the Bayesian lenses, connects to several more prevalent concepts in statistics maximum likelihood estimation, approximate Bayesian inference, auto encoders, and connects this to the emerging concepts of Bayesian lenses and statistical games in terms of the approximate inference doctrines in chapter seven.
5841094	5842450	633	B	0.99101	Yeah, Ali, please.
5843140	5851520	634	C	0.93	No, I just wanted to mention this particular chapter is being rewritten at the moment, so yeah, that's thank you.
5851670	5852236	635	B	0.97862	Absolutely.
5852358	5852692	636	B	1	Yes.
5852746	5859488	637	B	0.99995	As we discussed a little earlier, chapter six is going to get simpler but better, but it was tricky.
5859584	5860640	638	B	0.52143	But it's simpler.
5860720	5861556	639	B	0.99989	But it's better.
5861658	5862980	640	B	0.99997	But it was tricky.
5865260	5888380	641	B	0.56	And then chapter seven closes it out, but really opens it up with the compositional, cognitive cartography sailing the Three Seas society of systems more alliteration, many, many connections to areas of interest for all system scientists and complexity enthusiasts.
5891940	5896780	642	B	0.98261	What a tour de force and a journey.
5896860	5904790	643	B	0.99	And it's going to be awesome that we'll get to see some of the next increments in the work.
5905720	5907380	644	B	0.9977	Talk more with Toby.
5907800	5908900	645	B	0.96	Yes, Dean?
5910200	5911924	646	D	0.99652	Can I just throw this in?
5911962	5914896	647	D	0.99	And it's going to indicate how old I am.
5914938	5930040	648	D	0.85098	But a long time ago, the first time a needle dropped on the first Van Halen album, something changed about everything that we thought about guitar playing.
5930200	5936312	649	D	1	And if you weren't there in that moment, you wouldn't know how everything changed.
5936376	5963876	650	D	0.5911	I'm not sure what category theory taken up on a mass scale will do if it will be the equivalent moment for all people who use math in all the different ways that they use it, but I think that we are at the beginning of something that it is going to change things.
5963978	5982344	651	D	0.51	And I don't know exactly how it's going to change things, but I think this will always now be included as how we try to both figure things out and out the figures in that three dimensional space.
5982382	5992770	652	D	0.54	I mean, one of the things that I thought was interesting in the dot one was when Toby said, well, I work in 2D space and now I'm curious about I wonder what that would look like.
5994020	6001010	653	D	0.99216	Well, we exist in a 3D space and so I think the applicability of it is going off at any given moment.
6001540	6004470	654	D	0.99998	But I do really think this is the start of something.
6006600	6012500	655	D	0.99906	I'm not sure exactly what, but I don't think we'll be able to unlearn this.
6012650	6015690	656	D	0.52	I think it's going to remain influential for a long time.
6017580	6021370	657	B	0.75326	For those about to categorify, we salute you.
6022700	6023352	658	A	0.58982	Yeah.
6023486	6024120	659	D	0.97	Right.
6024270	6025320	660	D	0.62437	There we go.
6025470	6026410	661	D	0.99997	Thank you.
6027760	6029470	662	D	0.84498	You can always make it better.
6033360	6035708	663	B	0.99978	Any other thoughts on this?
6035794	6036620	664	B	0.76394	Otherwise.
6041750	6042500	665	C	0.96075	Great.
6042950	6043314	666	A	0.96268	Yeah.
6043352	6045970	667	B	0.93946	Ali, please with any last thoughts?
6046950	6051166	668	C	1	No, I just wanted to say I'm really looking forward for the next installment.
6051278	6057880	669	C	1	I hope it happens soon because again, I have so many burning questions.
6058250	6066966	670	C	0.71	I try mean whittle it down to some I don't know, not too much time consuming questions.
6067068	6074582	671	C	0.99132	But yeah, I'm really interested in I'm curious to know Toby's answers to them.
6074636	6079790	672	C	0.95639	So thank you so much for everything, for organizing this and inviting Toby.
6080210	6081600	673	B	0.59	Oh, absolutely.
6082850	6085200	674	B	0.99209	All right, thank you, everybody.
6085570	6087760	675	B	0.99996	See you in 54.3.
6092370	6092650	676	A	0.77842	Bye.
