start	end	speaker	wconfidence	text
2199848	2200430	C	0.99963	off
2201760	2202556	C	0.99984	which
2202738	2203224	C	0.99994	prior
2203272	2203870	C	1.0	to
2204960	2205372	C	0.99999	this
2205426	2206168	C	0.99997	conversation,
2206264	2206476	C	1.0	I
2206498	2206684	C	0.99999	just
2206722	2207176	C	0.99871	assumed
2207208	2207356	C	0.99999	that
2207378	2207516	C	1.0	a
2207538	2207736	C	0.72118	trade
2207768	2208072	C	0.50373	off
2208146	2208864	C	0.97504	was
2209062	2209424	C	1.0	one
2209462	2209664	C	0.81586	or
2209702	2209904	C	0.92	the
2209942	2210624	C	0.99999	other.
2210822	2211328	C	0.55019	But
2211414	2212028	C	0.76325	essentially
2212124	2212432	C	1.0	what
2212486	2212992	C	1.0	this
2213126	2213772	C	0.99967	implies
2213836	2214450	C	0.9998	is.
2216740	2217196	A	0.87749	It'S.
2217228	2217472	C	0.99987	Still
2217526	2217648	C	0.98	a
2217654	2217824	C	0.99997	kind
2217862	2218016	C	1.0	of
2218038	2218176	C	1.0	a
2218198	2218572	C	0.99794	degree
2218636	2219250	C	0.72	of
2220260	2220684	C	0.995	how
2220742	2221348	C	0.99995	much
2221514	2221984	C	0.99953	weight
2222032	2222244	C	0.99999	you
2222282	2222868	C	1.0	put
2223034	2223412	C	1.0	into
2223466	2223684	C	0.98917	it
2223722	2223828	C	1.0	and
2223834	2224052	C	0.99998	then
2224106	2224276	C	0.50194	you
2224298	2224436	C	0.99997	kind
2224458	2224596	C	1.0	of
2224618	2225008	C	0.99991	cross
2225104	2225316	C	1.0	a
2225338	2225904	C	0.59128	threshold
2225952	2226116	C	1.0	and
2226138	2226420	C	0.9999	then
2226490	2226784	C	0.56653	you've
2226832	2227044	C	0.99998	made
2227082	2227284	C	0.99999	your
2227322	2228004	C	0.99982	pick,
2228202	2228624	C	0.99485	you've
2228672	2229136	C	0.99995	completed
2229168	2229364	C	1.0	your
2229402	2229616	C	0.94542	trade
2229648	2230036	C	0.84138	off.
2230138	2230790	C	0.99996	Or
2231480	2232230	C	0.99998	again,
2233100	2233416	C	0.97638	did
2233438	2233576	C	1.0	I
2233598	2234372	C	0.85448	misinterpret
2234436	2234616	C	0.99997	what
2234638	2234776	C	1.0	I
2234798	2235272	C	0.99998	was
2235406	2236084	C	0.99652	hearing?
2236212	2236504	C	0.99893	If
2236542	2237044	C	0.97311	it's
2237172	2238548	C	0.99851	topological
2238724	2239064	C	0.99985	as
2239102	2239444	C	0.99994	opposed
2239492	2240090	C	1.0	to
2240780	2241144	C	1.0	the
2241182	2241384	C	1.0	more
2241422	2242004	C	0.70231	conventional
2242052	2242660	C	0.9115	spacetime
2242740	2243640	C	0.99782	perspective,
2245680	2246044	C	0.99661	can
2246082	2246188	C	1.0	a
2246194	2246376	C	0.50502	trade
2246408	2246652	C	0.6074	off
2246706	2246924	C	0.99999	be
2246962	2247500	C	1.0	both
2247650	2247964	C	0.99963	ad
2248002	2248392	C	0.99717	hoc
2248456	2248780	C	0.88	and
2248850	2249132	C	0.99862	post
2249186	2249880	C	0.97586	hoc,
2250040	2250744	C	0.61272	seemingly
2250792	2250956	C	1.0	at
2250978	2251068	C	1.0	the
2251074	2251340	C	0.98479	same
2251410	2252030	C	0.99976	time?
2257700	2258112	B	0.99996	Very
2258166	2258624	B	0.99996	interesting
2258742	2259410	B	0.99998	question.
2260100	2260416	B	0.99974	Let
2260438	2260672	B	0.92	us
2260726	2260944	B	0.99958	just
2260982	2261184	B	1.0	let
2261222	2261472	B	1.0	it
2261526	2261964	B	0.99813	float
2262012	2262236	B	0.99	and
2262278	2262628	B	0.99658	continue
2262714	2263012	B	0.97666	on
2263066	2263670	B	0.99707	enter.
2264120	2264436	C	0.98497	All
2264458	2265076	C	0.94972	right.
2265258	2265700	C	0.8543	Because
2265770	2266390	C	0.99567	again,
2267960	2268288	C	0.99997	I'll
2268304	2268484	C	0.99991	just
2268522	2268676	C	0.99999	say
2268698	2269270	C	0.99903	this.
2269720	2270084	C	0.99999	If
2270122	2270324	C	1.0	it
2270362	2270612	C	0.99999	can
2270666	2271270	C	0.99832	be,
2272600	2272964	C	0.99994	that
2273002	2273156	C	0.99998	would
2273178	2273412	C	0.62974	really
2273466	2273732	C	0.99997	move
2273786	2274004	C	1.0	us
2274042	2274244	C	0.99999	out
2274282	2274484	C	1.0	of
2274522	2274916	C	1.0	the
2275018	2275964	C	0.99992	classical
2276112	2277000	C	0.99943	realm
2278380	2278696	C	1.0	that
2278718	2278904	C	0.80203	would
2278942	2279380	C	1.0	essentially
2279460	2279704	C	0.99998	say
2279742	2279944	C	0.97133	that
2279982	2280404	C	0.99629	anytime
2280452	2280756	C	0.99972	we've
2280788	2280984	C	0.99998	made
2281022	2281176	C	1.0	a
2281198	2281770	C	0.9989	pick,
2282300	2282616	C	0.99999	we
2282638	2282872	C	0.5122	really
2282926	2283204	C	0.83756	haven't
2283252	2283416	C	1.0	made
2283438	2283576	C	0.71	a
2283598	2284170	C	0.99971	pick.
2284620	2284996	C	0.51484	There's
2285028	2285224	C	1.0	still
2285262	2285368	C	1.0	a
2285374	2285496	C	1.0	whole
2285518	2285716	C	0.99995	bunch
2285748	2285896	C	1.0	of
2285918	2286104	C	1.0	other
2286142	2286344	C	1.0	things
2286382	2286536	C	0.99999	that
2286558	2286696	C	0.99999	are
2286718	2286856	C	1.0	going
2286878	2287124	C	1.0	to
2287182	2287790	C	0.81925	happen
2289760	2290172	C	0.79462	that
2290226	2290540	C	0.99997	can
2290610	2291036	C	1.0	change
2291138	2291452	C	1.0	whatever
2291506	2292110	C	0.51241	that
2292880	2293464	C	0.99996	action
2293512	2293724	C	0.99999	is
2293762	2293916	C	1.0	that
2293938	2294268	C	0.99999	we
2294354	2294700	C	0.99999	thought
2294770	2295390	C	0.99999	we
2295840	2296344	C	0.98255	carried
2296392	2296556	C	1.0	out
2296578	2296764	C	0.99508	or
2296802	2297592	C	0.95248	enacted.
2297736	2297996	C	0.99998	If
2298018	2298216	C	0.99781	we're
2298248	2298444	C	1.0	talking
2298482	2299068	C	0.99998	about
2299234	2299672	C	0.99557	an
2299746	2300640	C	0.57151	internal,
2301780	2302652	C	0.89872	internality
2302716	2303330	C	0.99876	state,
2304100	2304416	C	0.99995	which
2304438	2304576	C	0.99998	is
2304598	2304784	C	0.79531	what
2304822	2305024	C	1.0	I
2305062	2305696	C	0.99181	think
2305878	2306224	C	0.99991	we
2306262	2306848	C	0.99903	want,
2307014	2307296	C	1.0	I
2307318	2307504	C	0.98544	think
2307542	2307696	C	0.99999	we
2307718	2307856	C	0.9999	want
2307878	2307968	C	1.0	to
2307974	2308096	C	0.99992	be
2308118	2308256	C	0.99999	able
2308278	2308416	C	1.0	to
2308438	2308624	C	0.99999	change
2308662	2308864	C	0.99997	our
2308902	2309680	C	0.99299	minds.
2312920	2313236	B	0.98755	Let
2313258	2313492	B	0.99987	me
2313546	2313764	B	0.99998	take
2313802	2314004	B	0.99997	that
2314042	2314244	B	1.0	one
2314282	2314772	B	0.84704	way.
2314906	2315700	B	0.99795	Dean.
2317000	2317412	B	0.96	The
2317466	2318208	B	0.99681	analytical
2318304	2319216	B	0.99941	equations
2319408	2319812	B	1.0	of
2319866	2320180	B	1.0	the
2320250	2320624	B	0.99831	Action
2320672	2321488	B	0.57935	perception
2321584	2322340	B	0.97206	loop
2322840	2323392	B	0.56199	don't
2323456	2323684	B	0.99999	tell
2323722	2324308	B	1.0	us
2324474	2324912	B	0.81335	in
2324986	2326052	B	0.58382	implementation
2326196	2326504	B	0.99998	like
2326542	2326696	B	0.99999	if
2326718	2326868	B	0.99984	we're
2326884	2326968	B	0.99906	going
2326974	2327048	B	1.0	to
2327054	2327224	B	0.99998	write
2327262	2327416	B	0.99999	it
2327438	2327624	B	0.9996	in
2327662	2328250	B	0.99999	code,
2328620	2329080	B	0.99999	whether
2329150	2329384	B	0.99987	we
2329422	2330010	B	0.99999	should
2330780	2331384	B	1.0	use
2331502	2332340	B	0.99997	Action
2332500	2333210	B	1.0	first
2333900	2335060	B	0.9727	procedurally
2335220	2335544	B	1.0	to
2335582	2336196	B	0.99301	update
2336308	2336824	B	0.99999	our
2336942	2337880	B	0.92836	observations,
2338380	2338888	B	0.99996	or
2338974	2339284	B	0.96387	whether
2339342	2339516	B	1.0	we
2339538	2339864	B	0.99999	enable
2339912	2340172	B	0.99991	our
2340226	2341180	B	0.60004	observations
2341840	2342396	B	1.0	to
2342498	2343224	B	0.69592	wag
2343352	2343644	B	1.0	the
2343682	2344316	B	0.99999	dog
2344498	2344844	B	1.0	and
2344882	2345180	B	0.68749	then
2345250	2345628	B	0.81843	select
2345714	2346152	B	0.93564	Action
2346216	2346348	B	1.0	at
2346354	2346476	B	0.99	the
2346498	2346684	B	0.93924	end
2346722	2346828	B	1.0	of
2346834	2346956	B	1.0	the
2346978	2347176	B	0.99998	loop.
2347208	2347356	B	0.99997	So
2347378	2347468	B	0.99998	is
2347474	2347596	B	0.99994	it
2347618	2347708	B	1.0	a
2347714	2348104	B	0.9152	perception
2348152	2348456	B	0.99993	action
2348488	2348696	B	0.99962	loop
2348728	2348876	B	0.70301	or
2348898	2349036	B	0.99929	is
2349058	2349148	B	0.99742	it
2349154	2349276	B	0.9983	an
2349298	2349716	B	0.99992	action
2349768	2350236	B	0.92076	perception
2350268	2350892	B	0.99989	loop?
2351036	2351776	B	0.87	And
2351958	2352400	B	1.0	those
2352470	2353228	B	0.99999	enable
2353404	2353696	B	1.0	a
2353718	2353952	B	0.5189	kind
2354006	2354608	B	1.0	of
2354774	2355980	B	0.98244	seesaw
2356140	2356512	B	1.0	where
2356566	2357024	B	0.99998	sometimes
2357142	2357472	B	0.70484	we
2357526	2358224	B	1.0	want
2358422	2358784	B	0.99995	what
2358822	2359024	B	1.0	we
2359062	2359408	B	0.67462	learn
2359494	2359744	B	0.88	to
2359782	2360032	B	1.0	change
2360086	2360256	B	1.0	what
2360278	2360464	B	1.0	we
2360502	2361136	B	0.99999	do
2361318	2361712	B	0.54	and
2361766	2361984	B	0.99993	other
2362022	2362368	B	0.73015	times
2362454	2362704	B	0.99998	we
2362742	2362956	B	0.99998	want
2362998	2363204	B	0.99989	what
2363242	2363396	B	0.99999	we
2363418	2363700	B	0.55226	do
2363770	2364004	B	0.9	to
2364042	2364292	B	0.99999	change
2364346	2364516	B	0.99998	what
2364538	2364724	B	0.99999	we
2364762	2365350	B	0.99999	learn
2365960	2366468	B	1.0	and
2366554	2366996	B	0.99997	having
2367098	2367412	B	0.99989	that
2367466	2367636	B	0.99993	kind
2367658	2367844	B	1.0	of
2367882	2368084	B	1.0	a
2368122	2369168	B	0.98118	fulcrum
2369344	2369732	B	0.99977	or
2369786	2369956	B	1.0	a
2369978	2370740	B	0.59132	pivot
2371160	2371620	B	0.98	and
2371690	2371972	B	0.95651	again
2372026	2372244	B	1.0	to
2372282	2372484	B	0.99974	connect
2372522	2372628	B	0.99948	it
2372634	2372756	B	0.62	to
2372778	2372868	B	1.0	the
2372874	2373392	B	0.95738	vertex
2373456	2373776	B	0.99983	popping
2373808	2373956	B	0.99993	in
2373978	2374116	B	1.0	and
2374138	2374720	B	0.99978	out.
2374890	2375224	B	0.99	The
2375262	2375844	B	0.99967	analytical
2375892	2376772	B	0.99892	formalisms
2376836	2377396	B	0.95458	inscribed
2377428	2377576	B	1.0	on
2377598	2377736	B	1.0	the
2377758	2378088	B	0.99998	screen
2378174	2378376	B	1.0	of
2378398	2378536	B	1.0	the
2378558	2379236	B	0.99525	FEP,
2379348	2379624	B	0.99992	like
2379662	2379816	B	1.0	the
2379838	2380840	B	0.94923	textbooks,
2381820	2382404	B	0.60724	they're
2382452	2383560	B	0.94889	ambiguous.
2384060	2384520	B	0.99991	Whether
2384590	2384824	B	0.99998	we
2384862	2385160	B	0.93128	lead
2385230	2385512	B	0.99997	with
2385566	2386020	B	0.99107	action
2386100	2386392	B	0.55	and
2386446	2386664	B	0.9996	have
2386702	2387264	B	0.99829	inference
2387332	2387708	B	0.99945	follow
2387794	2387996	B	0.99983	or
2388018	2388204	B	0.99996	whether
2388242	2388444	B	0.84077	we
2388482	2388732	B	0.99963	lead
2388786	2389004	B	0.99997	with
2389042	2389656	B	0.78006	inference
2389768	2390236	B	0.95	and
2390338	2390604	B	0.99395	have
2390642	2391176	B	0.88705	action
2391288	2391948	B	0.99973	follow
2392114	2392684	B	0.97265	or
2392802	2393036	B	0.99916	lead
2393058	2393244	B	0.99986	with
2393282	2393592	B	0.95898	action
2393656	2393836	B	0.98565	have
2393858	2394456	B	0.90871	inference
2394568	2394892	B	0.99994	follow
2394946	2395432	B	0.99995	whichever
2395496	2395676	B	1.0	one
2395698	2395836	B	1.0	of
2395858	2395948	B	1.0	the
2395954	2396792	B	0.59815	combinations
2396936	2397292	B	0.77205	there
2397346	2397950	B	0.99984	are,
2399520	2399884	B	1.0	and
2399922	2400412	B	0.99996	then
2400546	2401230	B	0.9998	that
2402000	2402424	B	0.51775	trade
2402472	2402732	B	0.99791	off
2402786	2403004	B	0.99996	or
2403042	2404008	B	0.58547	runoff
2404184	2404572	B	1.0	is
2404626	2405224	B	0.99961	broken
2405352	2406076	B	1.0	by
2406258	2406940	B	1.0	specific
2407090	2407832	B	0.98669	embodied
2407896	2408472	B	0.99998	cognitive
2408536	2409150	B	0.99979	agents
2410480	2410940	B	0.99995	that
2411010	2411304	B	0.62407	trade
2411352	2411660	B	0.99931	off
2411730	2412180	B	0.71889	about
2412290	2412948	B	0.97	the
2413114	2413904	B	0.98231	procedural
2413952	2414496	B	0.9962	primacy
2414528	2414916	B	1.0	of
2415018	2415536	B	0.9999	perception
2415568	2415716	B	0.99958	or
2415738	2416500	B	0.99984	action
2417480	2417856	B	0.97677	can't
2417888	2418084	B	0.99979	be
2418122	2418704	B	0.99976	broken.
2418832	2419860	B	0.99935	Generically,
2420200	2420950	B	0.9988	right?
2425580	2426360	A	0.01774	MMM.
2429630	2429994	C	0.99996	It
2430032	2430234	C	0.99975	certainly
2430272	2430474	C	0.9999	makes
2430512	2430618	C	0.99999	for
2430624	2430698	C	1.0	a
2430704	2430826	C	0.99971	lot
2430848	2430938	C	1.0	of
2430944	2431206	C	0.85107	waste
2431238	2431446	C	0.98688	heat
2431478	2431578	C	1.0	if
2431584	2431718	C	0.89434	you're
2431734	2431914	C	1.0	not
2431952	2432650	C	0.99939	careful.
2436790	2437198	C	0.5088	It'd
2437214	2437346	C	0.99998	be
2437368	2437934	C	0.99622	exhausting
2437982	2438146	C	1.0	a
2438168	2438498	C	0.98798	lot
2438584	2439220	C	0.99909	anyway.
2442090	2442840	A	0.91126	Okay.
2446890	2447158	A	1.0	I
2447164	2447298	A	0.96662	don't
2447314	2447446	A	0.9999	know
2447468	2447702	A	0.67174	if
2447756	2447926	A	0.99999	we
2447948	2448520	A	0.99998	can
2449210	2449574	A	1.0	talk
2449612	2450200	A	0.63838	about
2450570	2451510	A	0.74414	intent
2452170	2452582	A	0.959	much
2452636	2452806	A	0.99994	with
2452828	2453014	A	0.99389	this
2453052	2453842	A	0.60444	formalism,
2453986	2454342	A	0.93611	but.
2454396	2454578	A	0.99999	We
2454604	2454794	A	0.78111	can
2454832	2455034	A	0.99999	take
2455072	2455226	A	1.0	a
2455248	2455626	A	0.99983	very
2455728	2456614	A	0.58515	descriptive
2456742	2457302	A	0.91133	approach
2457366	2457546	A	1.0	to
2457568	2458090	A	0.53148	it
2458240	2458940	A	1.0	and
2460110	2460426	A	0.99996	go
2460448	2460634	A	0.9998	down
2460672	2460826	A	0.99998	here
2460848	2460986	A	1.0	a
2461008	2461146	A	0.99996	little
2461168	2461740	A	0.99952	more
2462830	2463290	A	0.99884	actually
2463360	2463642	A	0.99708	before
2463696	2463818	A	1.0	I
2463824	2463898	A	0.97567	don't
2463904	2463978	A	0.99988	want
2463984	2464106	A	1.0	to
2464128	2464746	A	0.99988	get
2464928	2465322	A	0.99877	ahead
2465376	2465498	A	1.0	of
2465504	2466060	A	1.0	myself.
2466430	2466746	A	1.0	What
2466768	2466858	A	1.0	I
2466864	2467034	A	0.79905	mean
2467072	2467238	A	1.0	by
2467264	2467550	A	0.99965	that
2467620	2468240	A	0.3825	is
2472130	2472542	A	0.99998	whether
2472596	2472718	A	0.99999	we
2472724	2472846	A	0.99998	can
2472868	2473006	A	0.99999	put
2473028	2473306	A	0.99974	intent
2473338	2473438	A	0.99998	or
2473444	2473614	A	0.76131	not
2473652	2473758	A	0.99667	in
2473764	2473934	A	0.56569	this
2473972	2474830	A	0.83353	hierarchy,
2476690	2476958	A	1.0	I
2476964	2477098	A	0.9995	don't
2477114	2477246	A	0.99997	know
2477268	2477502	A	0.61787	if
2477556	2477774	A	0.99928	it
2477812	2478106	A	0.9999	matters
2478138	2478238	A	1.0	a
2478244	2478414	A	0.99969	whole
2478452	2478750	A	1.0	lot,
2478820	2479006	A	0.99999	but
2479028	2479166	A	1.0	at
2479188	2479326	A	1.0	least
2479348	2479486	A	0.58325	we
2479508	2479658	A	0.99999	can
2479684	2479874	A	0.99925	talk
2479912	2480066	A	1.0	about
2480088	2480562	A	0.63554	it
2480696	2481454	A	0.79544	operationally
2481502	2481810	A	0.81	and
2481880	2483086	A	0.91886	descriptively
2483278	2483682	A	0.99	and
2483736	2484002	A	0.99993	say
2484056	2484274	A	0.99999	just
2484312	2484900	A	0.99999	like
2485350	2486050	A	0.99999	when
2486200	2486514	A	0.99999	you
2486552	2486754	A	0.99999	have
2486792	2486946	A	0.89	a
2486968	2487730	A	0.99961	clock,
2490630	2490946	A	0.89	the
2490968	2491630	A	0.9991	clock
2491790	2492162	A	0.562	is
2492216	2492434	A	0.99998	just
2492472	2492674	A	0.99921	there,
2492712	2493300	A	0.99989	right?
2494890	2495206	A	0.99999	If
2495228	2495318	A	0.99999	you
2495324	2495458	A	0.99982	don't
2495474	2495606	A	0.99998	have
2495628	2495718	A	0.94	the
2495724	2495986	A	0.99973	clock,
2496018	2496118	A	0.99999	you
2496124	2496198	A	0.99791	don't
2496204	2496278	A	0.99999	have
2496284	2496454	A	0.71	the
2496492	2496786	A	0.99998	memory
2496818	2496966	A	1.0	and
2496988	2497186	A	0.99986	that's
2497218	2497414	A	0.99861	it,
2497452	2498086	A	0.99782	right?
2498268	2498566	A	0.73	And
2498588	2499026	A	0.95575	likewise
2499058	2499302	A	0.99993	here,
2499356	2499526	A	0.53701	if
2499548	2499686	A	0.589	we
2499708	2499858	A	0.9999	don't
2499874	2500440	A	1.0	have
2501690	2502054	A	0.99714	an
2502092	2502402	A	0.99978	attention
2502466	2502790	A	0.99999	control
2502860	2503590	A	0.99851	compartment,
2504890	2505206	A	0.99166	we
2505228	2505554	A	0.69901	cannot
2505602	2505814	A	1.0	play
2505852	2506006	A	0.99999	with
2506028	2506166	A	0.80776	all
2506188	2506374	A	0.71142	these
2506412	2507430	A	0.35124	QRFs
2507870	2508282	A	0.99995	that
2508336	2508938	A	0.99999	are
2509104	2509446	A	0.96904	non
2509478	2510410	A	0.58206	commutative
2511230	2511546	A	1.0	at
2511568	2511658	A	1.0	the
2511664	2511882	A	0.99979	same
2511936	2512540	A	0.99994	time.
2512910	2513660	A	0.99371	So
2514110	2514426	A	0.99996	if
2514448	2514586	A	1.0	there
2514608	2514698	A	0.99995	is
2514704	2514874	A	0.52059	no
2514912	2515254	A	0.99976	attention
2515302	2515754	A	1.0	control
2515872	2516346	A	1.0	system
2516448	2516666	A	1.0	to
2516688	2516922	A	1.0	begin
2516976	2517580	A	0.99753	with,
2518030	2518298	A	0.99998	we
2518304	2518566	A	0.83898	cannot
2518598	2518794	A	0.99999	talk
2518832	2519034	A	0.99998	about
2519072	2519226	A	1.0	a
2519248	2519434	A	1.0	system
2519472	2519626	A	0.99999	that
2519648	2520026	A	0.99574	has
2520128	2520406	A	0.96991	non
2520438	2520854	A	0.82006	commutative
2520902	2521170	A	0.39544	cure
2521190	2521514	A	0.52738	apps.
2521562	2521914	A	0.99988	Meaning
2521962	2522174	A	0.99994	here,
2522212	2522702	A	0.51	one
2522836	2523354	A	0.99931	presumably
2523402	2523614	A	1.0	goes
2523652	2523758	A	1.0	to
2523764	2524074	A	0.99983	memory
2524122	2524474	A	0.99933	sectors,
2524522	2524638	A	1.0	the
2524644	2524766	A	0.99994	other
2524788	2524926	A	1.0	one
2524948	2525086	A	0.99999	goes
2525108	2525246	A	1.0	to
2525268	2525594	A	0.95632	environment
2525642	2526090	A	0.99912	sectors
2526170	2526318	A	1.0	and
2526324	2526494	A	0.9895	so
2526532	2527120	A	0.98537	on.
2531930	2532774	A	0.33881	So
2532972	2533382	A	0.99999	this
2533436	2533750	A	0.99998	is
2533820	2534102	A	0.99993	certainly
2534156	2534326	A	1.0	a
2534348	2534754	A	0.99615	necessity
2534802	2534966	A	1.0	of
2534988	2535126	A	1.0	the
2535148	2535670	A	0.99999	fact
2535820	2536230	A	0.94302	that
2536300	2536534	A	0.99994	we
2536572	2537160	A	0.99999	have
2538010	2538422	A	0.99998	different
2538476	2538834	A	0.99754	sectors
2538882	2538998	A	1.0	of
2539004	2539126	A	1.0	the
2539148	2539522	A	0.98707	boundary
2539586	2539814	A	0.99999	being
2539852	2540274	A	0.99995	allocated
2540322	2540486	A	1.0	to
2540508	2540838	A	0.99998	different
2540924	2541666	A	0.68612	purposes,
2541778	2542054	A	1.0	such
2542092	2542630	A	1.0	as
2542780	2543506	A	0.76625	environmental
2543538	2544510	A	0.98401	observation
2544690	2545082	A	0.77	and
2545136	2545494	A	0.99988	memory
2545542	2545754	A	0.62	and
2545792	2545946	A	0.99998	so
2545968	2546540	A	0.99975	on,
2547230	2547642	A	0.99989	within
2547696	2547866	A	1.0	the
2547888	2548650	A	0.99995	environment.
2550190	2550598	A	0.99941	It's
2550614	2550842	A	0.99999	worth
2550896	2551830	A	0.99818	remarking
2551990	2552314	A	0.99999	that
2552352	2552794	A	0.9999	here,
2552912	2553146	A	0.99999	if
2553168	2553306	A	0.99999	you
2553328	2553658	A	0.99999	think
2553744	2554166	A	0.59317	deeply
2554198	2554442	A	1.0	about
2554496	2554714	A	1.0	first
2554752	2555254	A	0.88513	principles
2555302	2555900	A	1.0	and
2556510	2556838	A	0.99997	what
2556864	2556958	A	0.99969	it
2556964	2557134	A	0.99993	means
2557172	2557374	A	0.94	to
2557412	2558378	A	0.99177	observe
2558554	2558894	A	0.70779	an
2558932	2559630	A	0.84597	entity,
2560930	2561294	A	0.55739	well,
2561332	2561486	A	0.99996	you
2561508	2561694	A	0.99998	still
2561732	2561886	A	0.99882	come
2561908	2562046	A	0.99948	down
2562068	2562254	A	0.59	to
2562292	2562494	A	0.99987	these
2562532	2562986	A	0.99996	differences
2563018	2563166	A	1.0	that
2563188	2563326	A	0.99996	make
2563348	2563486	A	1.0	a
2563508	2563838	A	0.99998	difference
2563924	2564174	A	0.61039	sort
2564212	2564366	A	1.0	of
2564388	2564622	A	0.99997	thing.
2564676	2565182	A	0.99983	Right.
2565316	2565950	A	0.99999	Which
2566100	2566922	A	0.98966	involves
2567066	2567466	A	0.99991	whenever
2567498	2567706	A	0.64386	you're
2567738	2567934	A	0.99999	looking
2567972	2568078	A	1.0	at
2568084	2568206	A	0.93	the
2568228	2568990	A	0.89329	environment,
2570050	2570366	A	0.99999	if
2570388	2570586	A	0.99318	you're
2570618	2570730	A	0.99991	going
2570740	2570914	A	1.0	to
2570952	2571374	A	0.99996	identify
2571422	2571586	A	0.91	a
2571608	2571842	A	1.0	system,
2571896	2572066	A	0.99981	you
2572088	2572226	A	0.99994	need
2572248	2572386	A	1.0	sort
2572408	2572546	A	1.0	of
2572568	2572658	A	1.0	a
2572664	2573390	A	0.61935	background
2573550	2573874	A	0.9968	that
2573912	2574206	A	0.9915	tells
2574238	2574820	A	0.99996	you
2576390	2576706	A	0.99934	that
2576728	2577102	A	0.89029	puts
2577166	2577346	A	0.84	the
2577368	2577746	A	0.51065	system
2577848	2578066	A	0.99995	in
2578088	2578494	A	0.99948	context.
2578542	2578802	A	0.99971	Right.
2578856	2579026	A	1.0	So
2579048	2579186	A	0.99977	that
2579208	2579346	A	0.94379	you
2579368	2579506	A	1.0	can
2579528	2579934	A	0.96392	identify
2579982	2580146	A	1.0	the
2580168	2580354	A	1.0	system
2580392	2580690	A	0.99583	as
2580760	2581090	A	0.99706	something
2581160	2581994	A	0.99757	distinct.
2582142	2582454	A	0.58	I
2582492	2582694	A	1.0	think
2582732	2582934	A	0.98192	this,
2582972	2583174	A	0.99999	again,
2583212	2583366	A	0.94914	is
2583388	2583574	A	0.70871	something
2583612	2583766	A	0.99998	that
2583788	2583926	A	0.99998	we
2583948	2584134	A	0.9939	have
2584172	2584326	A	1.0	talked
2584348	2584534	A	0.86508	about
2584572	2584774	A	0.9959	in
2584812	2585510	A	0.99961	previous
2587050	2588146	A	0.99769	discussions
2588338	2589174	A	0.50788	where
2589372	2589734	A	1.0	the
2589772	2590146	A	0.99997	easiest
2590178	2590546	A	0.99998	picture
2590578	2590822	A	0.91499	here
2590876	2591286	A	0.99985	is
2591388	2591654	A	0.99997	something
2591692	2591846	A	1.0	like
2591868	2592440	A	0.92	the
2593050	2593506	A	0.99985	speed
2593538	2593826	A	0.99802	gauge
2593858	2593958	A	0.99998	in
2593964	2594098	A	1.0	your
2594124	2594746	A	0.6311	car,
2594928	2595660	A	0.99893	where
2597230	2597738	A	0.99	P
2597824	2598074	A	0.74339	is
2598112	2598266	A	0.7	the
2598288	2598566	A	0.98951	gauge
2598598	2598842	A	0.99992	itself
2598896	2599066	A	0.43073	that
2599088	2599318	A	0.99978	tells
2599334	2599994	A	0.99998	you
2600192	2600554	A	0.93	the
2600592	2601370	A	0.99995	speed,
2601710	2602362	A	0.82954	but
2602496	2602886	A	0.81546	it's
2602918	2603690	A	0.94257	meaningless
2604190	2604698	A	0.99986	without
2604784	2604938	A	1.0	the
2604944	2605430	A	0.47802	reference
2605510	2605946	A	0.99987	system
2606048	2606700	A	0.99549	right,
2607570	2608078	A	0.71813	outside
2608164	2608414	A	1.0	of
2608452	2609086	A	1.0	the
2609268	2609662	A	0.69959	thing
2609716	2609886	A	1.0	that
2609908	2610266	A	0.89819	stays
2610298	2611002	A	0.98633	invariant,
2611066	2611534	A	0.96925	right?
2611652	2611886	A	1.0	The
2611908	2612234	A	0.62693	context,
2612282	2612446	A	1.0	the
2612468	2613230	A	0.90246	background
2614690	2615054	A	0.627	that
2615092	2615514	A	0.51721	gauge
2615562	2615822	A	0.9982	moving
2615876	2616094	A	0.99999	means
2616132	2616334	A	0.99994	nothing
2616372	2616526	A	1.0	to
2616548	2617070	A	0.99934	you.
2617220	2617582	A	0.99751	So
2617636	2618240	A	0.99673	we
2618690	2619006	A	0.99995	come
2619028	2619166	A	0.99999	back
2619188	2619374	A	1.0	to
2619412	2619662	A	0.99999	this
2619716	2620030	A	1.0	idea
2620100	2620346	A	0.99	of
2620388	2620546	A	0.99796	if
2620568	2620706	A	0.99898	we
2620728	2620914	A	0.99987	think
2620952	2621298	A	1.0	of
2621384	2621874	A	0.99995	information
2621992	2622274	A	0.99961	as
2622312	2622766	A	0.99849	differences
2622798	2622946	A	0.99995	that
2622968	2623106	A	0.99981	make
2623128	2623218	A	1.0	a
2623224	2623730	A	0.99971	difference
2623880	2624146	A	0.84776	in
2624168	2624354	A	0.99983	terms
2624392	2624546	A	1.0	of
2624568	2624754	A	1.0	first
2624792	2625710	A	0.75967	principles,
2625870	2626386	A	0.97616	this
2626488	2626974	A	0.99967	environment
2627022	2627326	A	0.99959	sector
2627358	2627506	A	0.99993	that
2627528	2627618	A	1.0	we
2627624	2627842	A	0.94543	saw
2627896	2628494	A	0.99984	earlier
2628622	2628866	A	0.99948	has
