"Start Time","End Time","Transcript" 
"00;46;28;28","00;46;29;21","and"
"00;46;29;29","00;46;30;16","that is"
"00;46;30;16","00;46;30;22","what"
"00;46;30;22","00;46;30;27","the"
"00;46;30;27","00;46;31;12","truth"
"00;46;31;12","00;46;31;16","is"
"00;46;31;16","00;46;31;24","seen"
"00;46;31;24","00;46;31;29","as"
"00;46;31;29","00;46;32;07","what's"
"00;46;32;07","00;46;32;11","the"
"00;46;32;11","00;46;34;05","rational truth"
"00;46;34;05","00;46;34;26","when we go"
"00;46;34;26","00;46;35;18","up"
"00;46;35;18","00;46;35;25","and we"
"00;46;35;25","00;46;35;29","get"
"00;46;35;29","00;46;36;20","enlightened."
"00;46;36;20","00;46;36;25","So"
"00;46;36;25","00;46;36;29","then"
"00;46;36;29","00;46;37;09","we can"
"00;46;37;09","00;46;37;20","project"
"00;46;37;20","00;46;38;23","down"
"00;46;38;23","00;46;38;29","on"
"00;46;38;29","00;46;39;06","what's"
"00;46;39;06","00;46;39;18","there"
"00;46;39;18","00;46;39;22","and"
"00;46;39;22","00;46;39;26","the"
"00;46;39;26","00;46;40;06","idea"
"00;46;40;06","00;46;40;09","of"
"00;46;40;09","00;46;40;13","that,"
"00;46;40;13","00;46;40;21","what's"
"00;46;40;21","00;46;41;04","coming"
"00;46;41;04","00;46;42;12","up is"
"00;46;42;12","00;46;43;15","interaction."
"00;46;43;15","00;46;43;19","So"
"00;46;43;19","00;46;43;26","that's"
"00;46;43;26","00;46;43;29","the"
"00;46;43;29","00;46;44;14","general"
"00;46;44;14","00;46;44;20","way"
"00;46;44;20","00;46;44;24","it's"
"00;46;44;24","00;46;45;02","thought."
"00;46;45;02","00;46;45;13","And"
"00;46;45;15","00;46;45;18","there"
"00;46;45;18","00;46;45;22","was"
"00;46;45;22","00;46;45;27","this"
"00;46;45;27","00;46;46;08","magic"
"00;46;46;08","00;46;46;17","box"
"00;46;46;17","00;46;46;26","called"
"00;46;46;26","00;46;48;03","Emergence"
"00;46;48;03","00;46;48;08","to"
"00;46;48;08","00;46;48;12","sort"
"00;46;48;12","00;46;48;17","of get"
"00;46;48;17","00;46;48;23","around"
"00;46;48;23","00;46;49;02","the fact"
"00;46;49;02","00;46;49;05","that"
"00;46;49;05","00;46;49;11","really"
"00;46;49;11","00;46;49;14","we"
"00;46;49;14","00;46;49;19","didn't"
"00;46;49;19","00;46;50;12","know."
"00;46;50;19","00;46;50;24","But"
"00;46;50;24","00;46;51;03","I would"
"00;46;51;03","00;46;51;18","I would"
"00;46;51;18","00;46;52;19","challenge"
"00;46;52;19","00;46;53;12","that"
"00;46;53;20","00;46;54;00","not"
"00;46;54;00","00;46;54;09","not to"
"00;46;54;09","00;46;54;13","say"
"00;46;54;13","00;46;54;22","that"
"00;46;54;22","00;46;55;02","that's"
"00;46;55;02","00;46;55;23","not"
"00;46;56;04","00;46;56;16","true"
"00;46;56;16","00;46;56;19","in"
"00;46;56;19","00;46;56;27","terms"
"00;46;56;27","00;46;57;05","of how"
"00;46;57;05","00;46;57;08","it's"
"00;46;57;08","00;46;57;23","perceived,"
"00;46;57;23","00;46;58;17","but"
"00;46;58;27","00;46;59;04","there's"
"00;46;59;04","00;47;00;06","another way"
"00;47;00;06","00;47;00;10","that"
"00;47;00;10","00;47;00;23","bottom"
"00;47;00;23","00;47;00;28","up"
"00;47;00;28","00;47;01;13","can be"
"00;47;01;13","00;47;02;13","explored,"
"00;47;02;13","00;47;02;19","and"
"00;47;02;19","00;47;03;17","that is"
"00;47;03;17","00;47;03;28","another way"
"00;47;03;28","00;47;04;02","that"
"00;47;04;02","00;47;04;12","truth"
"00;47;04;12","00;47;04;20","can be"
"00;47;04;20","00;47;05;04","explored."
"00;47;05;04","00;47;05;18","This"
"00;47;05;21","00;47;05;27","is"
"00;47;05;27","00;47;06;12","rational"
"00;47;06;12","00;47;06;26","truth"
"00;47;07;25","00;47;08;03","and"
"00;47;08;03","00;47;08;21","this"
"00;47;09;06","00;47;09;16","which"
"00;47;09;16","00;47;09;24","I"
"00;47;09;24","00;47;10;04","thought"
"00;47;10;04","00;47;10;24","ultimate"
"00;47;10;24","00;47;10;29","is"
"00;47;10;29","00;47;11;11","quite"
"00;47;11;11","00;47;11;29","I get"
"00;47;11;29","00;47;12;15","the sense"
"00;47;12;15","00;47;12;19","that"
"00;47;12;19","00;47;12;23","that"
"00;47;12;23","00;47;13;08","is"
"00;47;13;14","00;47;13;26","very"
"00;47;13;26","00;47;14;05","much"
"00;47;14;05","00;47;14;16","looking"
"00;47;14;16","00;47;14;24","out"
"00;47;14;24","00;47;15;01","as"
"00;47;15;01","00;47;15;17","this"
"00;47;16;12","00;47;16;23","is"
"00;47;16;23","00;47;17;01","built"
"00;47;17;01","00;47;17;06","into"
"00;47;17;06","00;47;17;13","those"
"00;47;17;13","00;47;17;27","words."
"00;47;17;27","00;47;18;03","Right."
"00;47;18;03","00;47;18;25","This assumption"
"00;47;18;25","00;47;19;05","that"
"00;47;19;05","00;47;19;23","of of"
"00;47;19;23","00;47;20;22","enlightenment."
"00;47;20;22","00;47;20;27","But"
"00;47;20;27","00;47;21;02","there's"
"00;47;21;02","00;47;21;17","also"
"00;47;21;17","00;47;22;18","intimate"
"00;47;22;18","00;47;23;19","truth."
"00;47;23;20","00;47;24;08","Intimate"
"00;47;24;08","00;47;25;10","truth"
"00;47;25;25","00;47;26;06","is"
"00;47;26;06","00;47;26;24","different"
"00;47;26;24","00;47;27;00","to"
"00;47;27;00","00;47;27;15","rational"
"00;47;27;15","00;47;28;10","truth."
"00;47;28;12","00;47;28;18","And"
"00;47;28;18","00;47;29;01","intimate"
"00;47;29;01","00;47;29;15","truth"
"00;47;29;15","00;47;29;27","is not"
"00;47;29;27","00;47;30;12","about"
"00;47;30;12","00;47;31;12","interactions."
"00;47;31;12","00;47;31;18","It's"
"00;47;31;18","00;47;31;26","about"
"00;47;31;26","00;47;34;25","knowing."
"00;47;34;25","00;47;35;01","It's"
"00;47;35;01","00;47;35;09","about"
"00;47;35;09","00;47;35;29","a deeper"
"00;47;35;29","00;47;36;11","kind"
"00;47;36;11","00;47;36;14","of"
"00;47;36;14","00;47;37;12","knowing."
"00;47;37;17","00;47;37;22","So"
"00;47;37;22","00;47;37;27","when"
"00;47;37;27","00;47;38;05","I go"
"00;47;38;05","00;47;38;15","down,"
"00;47;38;15","00;47;38;19","it's"
"00;47;38;19","00;47;39;09","not"
"00;47;39;19","00;47;40;00","what's"
"00;47;40;00","00;47;40;13","coming"
"00;47;40;13","00;47;41;06","up in"
"00;47;41;06","00;47;41;07","a"
"00;47;41;07","00;47;41;18","bottom"
"00;47;41;18","00;47;42;03","up."
"00;47;42;12","00;47;42;20","It's,"
"00;47;42;20","00;47;43;10","What am I"
"00;47;43;10","00;47;44;06","going?"
"00;47;44;06","00;47;44;15","Well,"
"00;47;44;15","00;47;44;21","my"
"00;47;44;21","00;47;44;26","only"
"00;47;44;26","00;47;45;00","way"
"00;47;45;00","00;47;45;15","to engage"
"00;47;45;15","00;47;45;22","it is"
"00;47;45;22","00;47;46;01","to go"
"00;47;46;01","00;47;46;10","down"
"00;47;46;10","00;47;46;24","into"
"00;47;46;24","00;47;47;01","it."
"00;47;47;11","00;47;47;14","Does"
"00;47;47;14","00;47;47;17","that"
"00;47;47;17","00;47;48;19","make sense?"
"00;47;48;19","00;47;48;26","And"
"00;47;48;26","00;47;49;01","that"
"00;47;49;01","00;47;49;10","going"
"00;47;49;10","00;47;49;19","down"
"00;47;49;19","00;47;50;02","into"
"00;47;50;02","00;47;50;12","it"
"00;47;50;23","00;47;51;02","is"
"00;47;51;02","00;47;51;15","also"
"00;47;51;15","00;47;52;24","valuable."
"00;47;53;08","00;47;54;09","Is no"
"00;47;54;09","00;47;54;18","more"
"00;47;54;18","00;47;55;27","primitive"
"00;47;55;27","00;47;56;06","than"
"00;47;56;06","00;47;57;23","enlightenment."
"00;47;57;27","00;47;58;03","And"
"00;47;58;03","00;47;58;12","I think"
"00;47;58;12","00;47;59;07","that"
"00;48;00;12","00;48;00;22","that"
"00;48;00;22","00;48;01;10","that"
"00;48;01;10","00;48;01;18","goes"
"00;48;01;18","00;48;01;23","to"
"00;48;01;23","00;48;01;27","sort"
"00;48;01;27","00;48;02;01","of the"
"00;48;02;01","00;48;02;09","very"
"00;48;02;09","00;48;03;01","foundation"
"00;48;03;01","00;48;03;04","of the"
"00;48;03;04","00;48;03;17","assumption,"
"00;48;03;17","00;48;04;00","which"
"00;48;04;00","00;48;04;11","we don't"
"00;48;04;11","00;48;04;16","even"
"00;48;04;16","00;48;04;27","notice."
"00;48;04;27","00;48;05;01","It's"
"00;48;05;01","00;48;05;09","there"
"00;48;05;09","00;48;05;17","about"
"00;48;05;17","00;48;06;01","science"
"00;48;06;01","00;48;06;07","that"
"00;48;06;07","00;48;06;20","everything"
"00;48;06;20","00;48;06;24","is"
"00;48;06;24","00;48;07;01","trying"
"00;48;07;01","00;48;07;07","to be"
"00;48;07;07","00;48;08;00","enlightened."
"00;48;08;00","00;48;08;06","But"
"00;48;08;06","00;48;09;08","that is"
"00;48;09;08","00;48;09;14","only"
"00;48;09;14","00;48;10;00","partially"
"00;48;10;00","00;48;10;13","true."
"00;48;10;13","00;48;10;20","And I"
"00;48;10;20","00;48;10;26","think"
"00;48;10;26","00;48;11;11","biology"
"00;48;11;11","00;48;11;19","sort"
"00;48;11;19","00;48;11;22","of"
"00;48;11;22","00;48;12;00","knows"
"00;48;12;00","00;48;12;08","that."
"00;48;12;08","00;48;12;14","But"
"00;48;12;14","00;48;13;10","maybe"
"00;48;13;22","00;48;14;00","can't"
"00;48;14;00","00;48;14;08","speak"
"00;48;14;08","00;48;14;26","to it."
"00;48;15;04","00;48;15;10","That's"
"00;48;15;10","00;48;15;20","that's"
"00;48;15;20","00;48;15;29","my"
"00;48;15;29","00;48;16;04","little"
"00;48;16;04","00;48;16;14","piece"
"00;48;16;14","00;48;16;21","that."
"00;48;20;12","00;48;21;07","To"
"00;48;21;28","00;48;22;08","try to"
"00;48;22;08","00;48;22;18","connect"
"00;48;22;18","00;48;22;29","that"
"00;48;22;29","00;48;23;19","one"
"00;48;23;19","00;48;24;01","layer"
"00;48;24;01","00;48;24;15","closer"
"00;48;24;15","00;48;25;03","to,"
"00;48;25;03","00;48;25;08","I"
"00;48;25;08","00;48;25;15","think,"
"00;48;25;15","00;48;25;21","some"
"00;48;25;21","00;48;26;08","academic"
"00;48;26;08","00;48;26;24","traditions,"
"00;48;26;24","00;48;27;03","but by"
"00;48;27;03","00;48;28;16","no mean"
"00;48;28;16","00;48;29;10","a"
"00;48;30;01","00;48;30;15","normed"
"00;48;30;15","00;48;30;23","ones."
"00;48;30;23","00;48;30;29","But"
"00;48;30;29","00;48;31;08","thanks,"
"00;48;31;08","00;48;31;17","everybody,"
"00;48;31;17","00;48;31;24","for"
"00;48;31;24","00;48;32;04","sharing"
"00;48;32;04","00;48;32;22","those."
"00;48;32;29","00;48;33;23","It"
"00;48;33;25","00;48;34;17","reminds me"
"00;48;34;17","00;48;35;08","of the"
"00;48;35;08","00;48;35;21","direction"
"00;48;35;21","00;48;36;21","taken"
"00;48;36;21","00;48;38;10","in the"
"00;48;38;10","00;48;38;20","one of"
"00;48;38;20","00;48;38;27","the"
"00;48;38;27","00;48;39;24","biographies"
"00;48;39;24","00;48;39;29","I'll"
"00;48;39;29","00;48;40;07","paste"
"00;48;40;07","00;48;40;10","in"
"00;48;40;10","00;48;40;20","the title"
"00;48;40;20","00;48;41;12","here."
"00;48;41;26","00;48;42;04","This"
"00;48;42;04","00;48;42;16","is"
"00;48;42;17","00;48;42;28","Evelyn"
"00;48;42;28","00;48;43;08","Fox"
"00;48;43;08","00;48;43;20","Keller's"
"00;48;43;20","00;48;44;12","biography"
"00;48;44;12","00;48;44;20","of"
"00;48;44;20","00;48;45;01","Barbara"
"00;48;45;01","00;48;46;12","McClintock"
"00;48;46;22","00;48;47;06","and"
"00;48;47;06","00;48;47;18","the title"
"00;48;47;18","00;48;47;22","is"
"00;48;47;22","00;48;47;24","A"
"00;48;47;24","00;48;48;06","Feeling"
"00;48;48;06","00;48;48;11","for"
"00;48;48;11","00;48;49;24","the Organism,"
"00;48;50;08","00;48;51;09","and"
"00;48;52;14","00;48;53;11","that"
"00;48;54;10","00;48;54;20","takes"
"00;48;54;20","00;48;55;07","a"
"00;48;55;17","00;48;56;08","history"
"00;48;56;08","00;48;56;13","and"
"00;48;56;13","00;48;56;27","philosophy"
"00;48;56;27","00;48;57;00","of"
"00;48;57;00","00;48;57;21","science"
"00;48;57;21","00;48;58;12","informed"
"00;48;58;12","00;48;59;04","view."
"00;48;59;04","00;48;59;12","Like"
"00;48;59;12","00;48;59;17","What"
"00;48;59;17","00;48;59;24","is the"
"00;48;59;24","00;49;00;05","feeling"
"00;49;00;05","00;49;00;09","for"
"00;49;00;09","00;49;01;25","the organism?"
"00;49;02;15","00;49;03;01","How does one"
"00;49;03;01","00;49;03;07","have a"
"00;49;03;07","00;49;03;19","feeling"
"00;49;03;19","00;49;03;28","for"
"00;49;03;28","00;49;04;02","the"
"00;49;04;02","00;49;05;11","chromosomes"
"00;49;05;11","00;49;05;20","like"
"00;49;05;20","00;49;05;26","this?"
"00;49;05;26","00;49;06;08","Belief"
"00;49;06;08","00;49;06;11","that"
"00;49;06;11","00;49;06;15","there"
"00;49;06;15","00;49;06;18","were"
"00;49;06;18","00;49;07;06","jumping"
"00;49;07;06","00;49;08;12","genes"
"00;49;08;23","00;49;09;26","from"
"00;49;09;26","00;49;10;08","certain"
"00;49;10;08","00;49;11;26","psychological"
"00;49;11;26","00;49;12;20","observations?"
"00;49;12;20","00;49;12;26","And"
"00;49;12;26","00;49;13;18","then"
"00;49;13;20","00;49;13;26","how"
"00;49;13;26","00;49;14;00","does"
"00;49;14;00","00;49;14;06","that"
"00;49;14;06","00;49;14;12","really"
"00;49;14;12","00;49;14;28","play out"
"00;49;14;28","00;49;15;04","when"
"00;49;15;04","00;49;15;15","somebody"
"00;49;15;15","00;49;16;03","is in"
"00;49;16;03","00;49;16;08","a"
"00;49;16;08","00;49;18;00","context"
"00;49;18;12","00;49;18;20","of"
"00;49;18;20","00;49;19;24","professionalism"
"00;49;19;24","00;49;19;28","and"
"00;49;19;28","00;49;20;07","like"
"00;49;20;07","00;49;21;04","expectations"
"00;49;21;04","00;49;21;13","around"
"00;49;21;13","00;49;21;22","different"
"00;49;21;22","00;49;22;00","people"
"00;49;22;00","00;49;22;04","who"
"00;49;22;04","00;49;22;10","look"
"00;49;22;10","00;49;22;20","different"
"00;49;22;20","00;49;22;29","and so"
"00;49;22;29","00;49;23;21","on?"
"00;49;24;06","00;49;24;13","So"
"00;49;24;13","00;49;24;28","that"
"00;49;24;28","00;49;25;06","takes"
"00;49;25;06","00;49;25;21","a"
"00;49;25;21","00;49;26;08","holistic"
"00;49;26;08","00;49;26;16","look."
"00;49;26;16","00;49;26;22","And I"
"00;49;26;22","00;49;27;06","think"
"00;49;27;06","00;49;27;18","there"
"00;49;27;18","00;49;27;29","is"
"00;49;27;29","00;49;28;15","that"
"00;49;28;15","00;49;28;25","on"
"00;49;30;03","00;49;30;22","every"
"00;49;30;22","00;49;31;14","or"
"00;49;31;14","00;49;31;27","many"
"00;49;31;27","00;49;33;01","cases"
"00;49;33;01","00;49;33;11","that"
"00;49;33;11","00;49;33;18","kind"
"00;49;33;18","00;49;33;21","of"
"00;49;33;21","00;49;34;02","story"
"00;49;34;02","00;49;34;05","to"
"00;49;34;05","00;49;35;02","tell."
"00;49;35;17","00;49;36;16","And so"
"00;49;36;16","00;49;37;00","that is"
"00;49;37;00","00;49;37;14","one"
"00;49;37;14","00;49;37;27","bridge"
"00;49;37;27","00;49;38;01","of"
"00;49;38;01","00;49;39;01","connection."
"00;49;39;02","00;49;39;20","Blue"
"00;49;42;06","00;49;42;25","from"
"00;49;42;25","00;49;43;07","like"
"00;49;43;07","00;49;43;12","the"
"00;49;43;12","00;49;44;06","evolution"
"00;49;44;06","00;49;45;00","standpoint."
"00;49;45;00","00;49;45;14","And I"
"00;49;45;14","00;49;46;09","think"
"00;49;46;26","00;49;47;13","like"
"00;49;47;22","00;49;48;01","part"
"00;49;48;01","00;49;48;06","of"
"00;49;48;06","00;49;48;20","the question"
"00;49;48;20","00;49;48;23","that"
"00;49;48;23","00;49;49;04","Steven"
"00;49;49;04","00;49;49;13","asked"
"00;49;49;13","00;49;49;26","earlier,"
"00;49;49;26","00;49;50;01","like,"
"00;49;50;01","00;49;50;07","can"
"00;49;50;07","00;49;51;01","we take"
"00;49;51;01","00;49;51;22","multiple"
"00;49;51;22","00;49;52;20","trajectories,"
"00;49;52;20","00;49;52;28","be it"
"00;49;52;28","00;49;53;04","like"
"00;49;53;04","00;49;53;13","top"
"00;49;53;13","00;49;53;23","down,"
"00;49;53;23","00;49;54;03","bottom"
"00;49;54;03","00;49;54;26","up to"
"00;49;54;26","00;49;55;11","arrive"
"00;49;55;11","00;49;55;19","at the"
"00;49;55;19","00;49;56;22","same"
"00;49;56;22","00;49;57;12","conclusion"
"00;49;57;12","00;49;57;19","or the"
"00;49;57;19","00;49;57;29","same"
"00;49;57;29","00;49;58;06","like"
"00;49;58;06","00;50;01;12","end point?"
"00;50;01;12","00;50;01;28","And"
"00;50;01;28","00;50;02;06","this is"
"00;50;02;06","00;50;02;17","something"
"00;50;02;17","00;50;02;23","like"
"00;50;02;23","00;50;02;29","in"
"00;50;02;29","00;50;03;18","evolution,"
"00;50;03;18","00;50;03;24","there"
"00;50;03;24","00;50;04;02","is like"
"00;50;04;02","00;50;04;20","convergent"
"00;50;04;20","00;50;05;04","evolution"
"00;50;05;04","00;50;05;15","where,"
"00;50;05;15","00;50;05;21","you"
"00;50;05;21","00;50;05;25","know,"
"00;50;05;25","00;50;06;12","completely"
"00;50;06;12","00;50;07;18","different"
"00;50;07;18","00;50;08;07","genetically"
"00;50;08;07","00;50;08;25","unrelated"
"00;50;08;25","00;50;09;13","species"
"00;50;09;13","00;50;09;26","will"
"00;50;09;26","00;50;10;06","arrive"
"00;50;10;06","00;50;10;12","at the"
"00;50;10;12","00;50;10;22","same"
"00;50;10;22","00;50;11;08","trait"
"00;50;11;08","00;50;11;27","or"
"00;50;11;27","00;50;12;10","develop"
"00;50;12;10","00;50;12;22","a very"
"00;50;12;22","00;50;13;09","similar"
"00;50;13;09","00;50;14;03","appearance"
"00;50;14;03","00;50;14;09","that"
"00;50;14;09","00;50;14;16","makes"
"00;50;14;16","00;50;14;25","people"
"00;50;14;25","00;50;15;04","think"
"00;50;15;04","00;50;15;11","like,"
"00;50;15;11","00;50;15;14","you"
"00;50;15;14","00;50;15;17","know,"
"00;50;15;17","00;50;15;26","before"
"00;50;15;26","00;50;16;04","we had"
"00;50;16;04","00;50;16;16","DNA"
"00;50;16;16","00;50;17;06","relationships"
"00;50;17;06","00;50;17;09","like"
"00;50;17;09","00;50;17;13","we"
"00;50;17;13","00;50;17;17","would"
"00;50;17;17","00;50;18;12","we had"
"00;50;18;12","00;50;18;27","species"
"00;50;18;27","00;50;19;03","lumped"
"00;50;19;03","00;50;19;16","together"
"00;50;19;16","00;50;19;24","because"
"00;50;19;24","00;50;19;28","of"
"00;50;19;28","00;50;20;01","their"
"00;50;20;01","00;50;20;14","similar"
"00;50;20;14","00;50;20;25","appearance"
"00;50;20;25","00;50;20;28","that"
"00;50;20;28","00;50;21;02","we're"
"00;50;21;02","00;50;21;27","actually"
"00;50;21;27","00;50;22;19","completely"
"00;50;22;19","00;50;23;00","like"
"00;50;23;00","00;50;23;18","unrelated,"
"00;50;23;18","00;50;23;23","like"
"00;50;23;23","00;50;23;25","we're"
"00;50;23;25","00;50;24;03","very"
"00;50;24;03","00;50;24;21","distant"
"00;50;24;21","00;50;25;00","on the"
"00;50;25;00","00;50;25;27","phylogenetic"
"00;50;25;27","00;50;26;22","scale."
"00;50;28;17","00;50;28;26","So"
"00;50;28;26","00;50;29;03","like"
"00;50;29;03","00;50;29;07","it's"
"00;50;29;07","00;50;29;17","an"
"00;50;29;17","00;50;30;11","adaptation"
"00;50;30;11","00;50;30;18","that"
"00;50;30;18","00;50;30;23","we"
"00;50;30;23","00;50;31;13","converge"
"00;50;31;13","00;50;31;19","on the"
"00;50;31;19","00;50;32;22","same feature"
"00;50;32;22","00;50;33;00","or we"
"00;50;33;00","00;50;33;18","converge"
"00;50;33;18","00;50;33;27","to the"
"00;50;33;27","00;50;34;16","same"
"00;50;34;16","00;50;35;04","argument"
"00;50;35;04","00;50;35;13","or the"
"00;50;35;13","00;50;36;12","same"
"00;50;36;12","00;50;36;23","like"
"00;50;36;23","00;50;37;14","place"
"00;50;37;14","00;50;37;27","in"
"00;50;37;27","00;50;38;04","some"
"00;50;38;04","00;50;38;11","kind"
"00;50;38;11","00;50;39;28","of space."
"00;50;39;28","00;50;40;20","And"
"00;50;40;20","00;50;40;29","this is"
"00;50;40;29","00;50;41;09","something"
"00;50;41;09","00;50;41;15","that I"
"00;50;41;15","00;50;41;22","think"
"00;50;41;22","00;50;41;28","about"
"00;50;41;28","00;50;42;27","a lot"
"00;50;43;11","00;50;43;28","and"
"00;50;43;28","00;50;44;04","just"
"00;50;44;04","00;50;44;13","going"
"00;50;44;13","00;50;44;17","to"
"00;50;44;17","00;50;44;24","like"
"00;50;44;24","00;50;45;02","the"
"00;50;45;02","00;50;45;10","the"
"00;50;45;10","00;50;46;03","quantum"
"00;50;46;03","00;50;47;11","perspective,"
"00;50;47;11","00;50;47;29","like"
"00;50;47;29","00;50;48;26","can we"
"00;50;48;26","00;50;49;15","you know,"
"00;50;49;15","00;50;50;11","all go"
"00;50;50;11","00;50;51;04","from,"
"00;50;51;04","00;50;51;10","you"
"00;50;51;10","00;50;51;18","know,"
"00;50;51;18","00;50;52;00","point"
"00;50;52;00","00;50;52;06","A"
"00;50;52;06","00;50;52;11","to"
"00;50;52;11","00;50;52;20","point"
"00;50;52;20","00;50;53;21","Z,"
"00;50;53;28","00;50;54;13","like"
"00;50;54;13","00;50;55;06","traversing"
"00;50;55;06","00;50;55;09","a"
"00;50;55;09","00;50;55;23","different"
"00;50;55;23","00;50;56;10","trajectory."
"00;50;56;10","00;50;56;15","But"
"00;50;56;15","00;50;56;22","like"
"00;50;56;22","00;50;57;10","if"
"00;50;57;10","00;50;57;23","everything"
"00;50;57;23","00;50;57;28","is"
"00;50;57;28","00;50;58;08","time"
"00;50;58;08","00;50;59;09","reversal,"
"00;50;59;09","00;50;59;16","then"
"00;50;59;16","00;50;59;25","that's"
"00;50;59;25","00;51;00;03","not"
"00;51;00;03","00;51;00;12","really"
"00;51;00;12","00;51;01;01","possible."
"00;51;01;01","00;51;01;09","Like"
"00;51;01;09","00;51;02;02","we can't"
"00;51;02;02","00;51;02;23","converge"
"00;51;02;23","00;51;03;00","to the"
"00;51;03;00","00;51;03;12","same point."
"00;51;03;12","00;51;03;17","Like"
"00;51;03;17","00;51;04;00","we have"
"00;51;04;00","00;51;04;05","to"
"00;51;04;05","00;51;05;04","follow"
"00;51;05;04","00;51;05;09","a"
"00;51;05;09","00;51;05;28","specific"
"00;51;05;28","00;51;06;28","path"
"00;51;07;06","00;51;07;18","if"
"00;51;07;18","00;51;07;26","time"
"00;51;07;26","00;51;08;23","reversibility"
"00;51;08;23","00;51;09;11","holds"
"00;51;09;11","00;51;12;13","true."
"00;51;12;13","00;51;12;19","So"
"00;51;12;19","00;51;13;01","I had to"
"00;51;13;01","00;51;13;07","just"
"00;51;13;07","00;51;13;13","like,"
"00;51;13;13","00;51;13;18","throw"
"00;51;13;18","00;51;13;23","that"
"00;51;13;23","00;51;13;25","in"
"00;51;13;25","00;51;14;06","there."
"00;51;15;19","00;51;17;02","Interesting"
"00;51;17;02","00;51;17;19","note."
"00;51;17;19","00;51;17;28","Let's"
"00;51;17;28","00;51;18;04","kind"
"00;51;18;04","00;51;18;06","of"
"00;51;18;06","00;51;18;14","return"
"00;51;18;14","00;51;18;17","to"
"00;51;18;17","00;51;18;23","some"
"00;51;18;23","00;51;19;01","of our"
"00;51;19;01","00;51;20;12","earlier"
"00;51;20;18","00;51;21;04","frameworks,"
"00;51;21;04","00;51;21;16","but"
"00;51;23;17","00;51;23;29","fun"
"00;51;23;29","00;51;24;10","stuff,"
"00;51;24;10","00;51;24;12","I"
"00;51;24;12","00;51;24;22","guess"
"00;51;26;06","00;51;26;11","we"
"00;51;26;11","00;51;26;16","knew"
"00;51;26;16","00;51;26;19","we"
"00;51;26;19","00;51;26;25","wanted"
"00;51;26;25","00;51;26;28","to"
"00;51;26;28","00;51;27;05","cover"
"00;51;27;05","00;51;27;08","the"
"00;51;27;08","00;51;27;15","mark"
"00;51;27;15","00;51;27;18","and"
"00;51;27;18","00;51;28;11","blanket."
"00;51;28;11","00;51;30;23","We have explored"
"00;51;31;16","00;51;33;15","some of the threads"
"00;51;33;15","00;51;33;21","that"
"00;51;33;21","00;51;35;21","justify"
"00;51;37;09","00;51;39;11","the realest"
"00;51;39;11","00;51;39;20","or"
"00;51;39;20","00;51;40;19","even"
"00;51;40;19","00;51;41;06","further"
"00;51;41;06","00;51;42;12","stance,"
"00;51;42;12","00;51;42;20","though"
"00;51;42;20","00;51;43;02","we still have"
"00;51;43;02","00;51;43;07","a lot"
"00;51;43;07","00;51;43;09","of"
"00;51;43;09","00;51;43;26","questions"
"00;51;43;26","00;51;44;01","for"
"00;51;44;01","00;51;44;02","the"
"00;51;44;02","00;51;44;14","last"
"00;51;44;14","00;51;44;22","20"
"00;51;44;22","00;51;45;00","minutes"
"00;51;45;00","00;51;45;03","or"
"00;51;45;03","00;51;45;28","whatever"
"00;51;45;28","00;51;46;10","about"
"00;51;46;10","00;51;46;16","like"
"00;51;46;16","00;51;46;22","what"
"00;51;46;22","00;51;47;02","leads"
"00;51;47;02","00;51;47;23","somebody"
"00;51;47;23","00;51;48;01","and"
"00;51;48;01","00;51;48;06","what"
"00;51;48;06","00;51;48;25","the implications"
"00;51;48;25","00;51;49;05","are"
"00;51;49;05","00;51;49;12","for"
"00;51;49;12","00;51;49;21","being"
"00;51;49;21","00;51;49;29","different"
"00;51;49;29","00;51;50;13","stances,"
"00;51;50;13","00;51;50;27","causes"
"00;51;50;27","00;51;50;29","and"
"00;51;50;29","00;51;51;18","consequences"
"00;51;51;18","00;51;51;21","of"
"00;51;51;21","00;51;51;28","different"
"00;51;51;28","00;51;52;19","stances."
"00;51;52;19","00;51;53;01","Why does that"
"00;51;53;01","00;51;53;13","matter"
"00;51;53;13","00;51;53;18","in"
"00;51;53;18","00;51;54;06","general?"
"00;51;54;06","00;51;54;19","Studying"
"00;51;54;19","00;51;55;20","crystallography?"
"00;51;55;20","00;51;56;05","Why does that"
"00;51;56;05","00;51;56;20","matter"
"00;51;56;20","00;51;57;01","for"
"00;51;57;01","00;51;57;04","the"
"00;51;57;04","00;51;57;23","social"
"00;51;57;23","00;51;58;13","setting"
"00;51;58;13","00;51;58;24","like"
"00;51;58;24","00;51;59;07","decision"
"00;51;59;07","00;51;59;16","making"
"00;51;59;16","00;51;59;18","in"
"00;51;59;18","00;52;00;09","governance"
"00;52;00;09","00;52;00;13","or"
"00;52;00;13","00;52;01;28","organization?"
"00;52;02;12","00;52;03;08","That was"
"00;52;03;08","00;52;03;15","a"
"00;52;03;15","00;52;04;14","justification"
"00;52;04;14","00;52;05;24","broadly"
"00;52;05;24","00;52;06;13","for"
"00;52;06;13","00;52;07;26","abductions"
"00;52;07;26","00;52;09;22","capacity"
"00;52;09;22","00;52;10;08","to be"
"00;52;10;08","00;52;10;26","compatible"
"00;52;10;26","00;52;11;00","with"
"00;52;11;00","00;52;11;09","active"
